scenario_id,group,true_detection,true_pipe,true_position,pred_detection,pred_pipe,pred_position,det_prob_leak,det_correct,pipe_correct
scenario_00701,pipe-4,1,4,0.8,1,5.0,0.8692,1.0,True,False
scenario_00702,pipe-4,1,4,0.8,1,5.0,0.7684,1.0,True,False
scenario_00703,pipe-4,1,4,0.8,1,5.0,0.8537,1.0,True,False
scenario_00704,pipe-4,1,4,0.8,1,5.0,0.7754,1.0,True,False
scenario_00705,pipe-4,1,4,0.8,1,5.0,0.8623,1.0,True,False
scenario_00706,pipe-4,1,4,0.8,1,5.0,0.5492,1.0,True,False
scenario_00707,pipe-4,1,4,0.8,1,5.0,0.8722,1.0,True,False
scenario_00708,pipe-4,1,4,0.8,1,5.0,0.6539,1.0,True,False
scenario_00709,pipe-4,1,4,0.8,1,5.0,0.8145,1.0,True,False
scenario_00710,pipe-4,1,4,0.8,1,5.0,0.5658,1.0,True,False
scenario_00711,pipe-4,1,4,0.8,1,5.0,0.4774,1.0,True,False
scenario_00712,pipe-4,1,4,0.8,1,5.0,0.7501,1.0,True,False
scenario_00713,pipe-4,1,4,0.8,1,5.0,0.8201,1.0,True,False
scenario_00714,pipe-4,1,4,0.8,1,5.0,0.8192,1.0,True,False
scenario_00715,pipe-4,1,4,0.8,1,5.0,0.8067,1.0,True,False
scenario_00716,pipe-4,1,4,0.8,1,5.0,0.8743,1.0,True,False
scenario_00717,pipe-4,1,4,0.8,1,5.0,0.7817,1.0,True,False
scenario_00718,pipe-4,1,4,0.8,1,5.0,0.8985,1.0,True,False
scenario_00719,pipe-4,1,4,0.8,1,5.0,0.7969,1.0,True,False
scenario_00720,pipe-4,1,4,0.8,1,5.0,0.4746,1.0,True,False
scenario_00721,pipe-4,1,4,0.8,1,5.0,0.8047,1.0,True,False
scenario_00722,pipe-4,1,4,0.8,1,5.0,0.8617,1.0,True,False
scenario_00723,pipe-5,1,5,0.2,1,4.0,0.5386,1.0,True,False
scenario_00724,pipe-5,1,5,0.2,1,5.0,0.764,1.0,True,True
scenario_00725,pipe-5,1,5,0.2,1,5.0,0.7648,1.0,True,True
scenario_00726,pipe-5,1,5,0.2,1,5.0,0.5592,1.0,True,True
scenario_00727,pipe-5,1,5,0.2,1,3.0,0.5845,1.0,True,False
scenario_00728,pipe-5,1,5,0.2,1,3.0,0.5921,1.0,True,False
scenario_00729,pipe-5,1,5,0.2,1,3.0,0.5616,1.0,True,False
scenario_00730,pipe-5,1,5,0.2,1,5.0,0.6278,1.0,True,True
scenario_00731,pipe-5,1,5,0.2,1,3.0,0.552,1.0,True,False
scenario_00732,pipe-5,1,5,0.2,1,3.0,0.7636,1.0,True,False
scenario_00733,pipe-5,1,5,0.2,1,3.0,0.5683,1.0,True,False
scenario_00734,pipe-5,1,5,0.2,1,3.0,0.4839,1.0,True,False
scenario_00735,pipe-5,1,5,0.2,1,3.0,0.5674,1.0,True,False
scenario_00736,pipe-5,1,5,0.2,1,3.0,0.5463,1.0,True,False
scenario_00737,pipe-5,1,5,0.2,1,5.0,0.8192,1.0,True,True
scenario_00738,pipe-5,1,5,0.2,1,5.0,0.7876,1.0,True,True
scenario_00739,pipe-5,1,5,0.2,1,5.0,0.7343,1.0,True,True
scenario_00740,pipe-5,1,5,0.2,1,5.0,0.7516,1.0,True,True
scenario_00741,pipe-5,1,5,0.2,1,5.0,0.8597,1.0,True,True
scenario_00742,pipe-5,1,5,0.2,1,5.0,0.6324,1.0,True,True
scenario_00743,pipe-5,1,5,0.2,1,5.0,0.8508,1.0,True,True
scenario_00744,pipe-5,1,5,0.2,1,5.0,0.7841,1.0,True,True
scenario_00745,pipe-5,1,5,0.2,1,5.0,0.8391,1.0,True,True
scenario_00746,pipe-5,1,5,0.2,1,5.0,0.7806,1.0,True,True
scenario_00747,pipe-5,1,5,0.2,1,5.0,0.848,1.0,True,True
scenario_00748,pipe-5,1,5,0.2,1,5.0,0.5602,1.0,True,True
scenario_00749,pipe-5,1,5,0.2,1,5.0,0.8533,1.0,True,True
scenario_00750,pipe-5,1,5,0.2,1,5.0,0.6615,1.0,True,True
scenario_00751,pipe-5,1,5,0.2,1,5.0,0.7847,1.0,True,True
scenario_00752,pipe-5,1,5,0.2,1,5.0,0.5271,1.0,True,True
scenario_00753,pipe-5,1,5,0.2,1,5.0,0.444,1.0,True,True
scenario_00754,pipe-5,1,5,0.2,1,5.0,0.7259,1.0,True,True
scenario_00755,pipe-5,1,5,0.2,1,5.0,0.7905,1.0,True,True
scenario_00756,pipe-5,1,5,0.2,1,5.0,0.839,1.0,True,True
scenario_00757,pipe-5,1,5,0.2,1,5.0,0.7731,1.0,True,True
scenario_00758,pipe-5,1,5,0.2,1,5.0,0.8754,1.0,True,True
scenario_00759,pipe-5,1,5,0.2,1,5.0,0.7413,1.0,True,True
scenario_00760,pipe-5,1,5,0.2,1,5.0,0.911,1.0,True,True
scenario_00761,pipe-5,1,5,0.2,1,5.0,0.7584,1.0,True,True
scenario_00762,pipe-5,1,5,0.2,1,5.0,0.4486,1.0,True,True
scenario_00763,pipe-5,1,5,0.2,1,5.0,0.7712,1.0,True,True
scenario_00764,pipe-5,1,5,0.2,1,5.0,0.8797,1.0,True,True
scenario_00765,pipe-5,1,5,0.4,1,4.0,0.5386,1.0,True,False
scenario_00766,pipe-5,1,5,0.4,1,5.0,0.7639,1.0,True,True
scenario_00767,pipe-5,1,5,0.4,1,5.0,0.7649,1.0,True,True
scenario_00768,pipe-5,1,5,0.4,1,5.0,0.5585,1.0,True,True
scenario_00769,pipe-5,1,5,0.4,1,3.0,0.5855,1.0,True,False
scenario_00770,pipe-5,1,5,0.4,1,3.0,0.5913,1.0,True,False
scenario_00771,pipe-5,1,5,0.4,1,3.0,0.5611,1.0,True,False
scenario_00772,pipe-5,1,5,0.4,1,5.0,0.6264,1.0,True,True
scenario_00773,pipe-5,1,5,0.4,1,3.0,0.5521,1.0,True,False
scenario_00774,pipe-5,1,5,0.4,1,3.0,0.7617,1.0,True,False
scenario_00775,pipe-5,1,5,0.4,1,3.0,0.568,1.0,True,False
scenario_00776,pipe-5,1,5,0.4,1,3.0,0.484,1.0,True,False
scenario_00777,pipe-5,1,5,0.4,1,3.0,0.5674,1.0,True,False
scenario_00778,pipe-5,1,5,0.4,1,3.0,0.546,1.0,True,False
scenario_00779,pipe-5,1,5,0.4,1,5.0,0.8196,1.0,True,True
scenario_00780,pipe-5,1,5,0.4,1,5.0,0.7881,1.0,True,True
scenario_00781,pipe-5,1,5,0.4,1,5.0,0.7351,1.0,True,True
scenario_00782,pipe-5,1,5,0.4,1,5.0,0.7501,1.0,True,True
scenario_00783,pipe-5,1,5,0.4,1,5.0,0.8612,1.0,True,True
scenario_00784,pipe-5,1,5,0.4,1,5.0,0.6268,1.0,True,True
scenario_00785,pipe-5,1,5,0.4,1,5.0,0.8525,1.0,True,True
scenario_00786,pipe-5,1,5,0.4,1,5.0,0.7827,1.0,True,True
scenario_00787,pipe-5,1,5,0.4,1,5.0,0.8405,1.0,True,True
scenario_00788,pipe-5,1,5,0.4,1,5.0,0.7797,1.0,True,True
scenario_00789,pipe-5,1,5,0.4,1,5.0,0.8496,1.0,True,True
scenario_00790,pipe-5,1,5,0.4,1,5.0,0.5593,1.0,True,True
scenario_00791,pipe-5,1,5,0.4,1,5.0,0.8554,1.0,True,True
scenario_00792,pipe-5,1,5,0.4,1,5.0,0.6592,1.0,True,True
scenario_00793,pipe-5,1,5,0.4,1,5.0,0.7887,1.0,True,True
scenario_00794,pipe-5,1,5,0.4,1,5.0,0.531,1.0,True,True
scenario_00795,pipe-5,1,5,0.4,1,5.0,0.4475,1.0,True,True
scenario_00796,pipe-5,1,5,0.4,1,5.0,0.7286,1.0,True,True
scenario_00797,pipe-5,1,5,0.4,1,5.0,0.7945,1.0,True,True
scenario_00799,pipe-5,1,5,0.4,1,5.0,0.7776,1.0,True,True
scenario_00798,pipe-5,1,5,0.4,1,5.0,0.8321,1.0,True,True
scenario_00800,pipe-5,1,5,0.4,1,5.0,0.8754,1.0,True,True
scenario_00801,pipe-5,1,5,0.4,1,5.0,0.7461,1.0,True,True
scenario_00802,pipe-5,1,5,0.4,1,5.0,0.9097,1.0,True,True
scenario_00803,pipe-5,1,5,0.4,1,5.0,0.7627,1.0,True,True
scenario_00804,pipe-5,1,5,0.4,1,5.0,0.4513,1.0,True,True
scenario_00805,pipe-5,1,5,0.4,1,5.0,0.7756,1.0,True,True
scenario_00806,pipe-5,1,5,0.4,1,5.0,0.8767,1.0,True,True
scenario_00807,pipe-5,1,5,0.6,1,4.0,0.5385,1.0,True,False
scenario_00808,pipe-5,1,5,0.6,1,5.0,0.7635,1.0,True,True
scenario_00809,pipe-5,1,5,0.6,1,5.0,0.765,1.0,True,True
scenario_00810,pipe-5,1,5,0.6,1,5.0,0.5578,1.0,True,True
scenario_00811,pipe-5,1,5,0.6,1,3.0,0.5865,1.0,True,False
scenario_00812,pipe-5,1,5,0.6,1,3.0,0.5917,1.0,True,False
scenario_00813,pipe-5,1,5,0.6,1,3.0,0.5605,1.0,True,False
scenario_00814,pipe-5,1,5,0.6,1,5.0,0.625,1.0,True,True
scenario_00815,pipe-5,1,5,0.6,1,3.0,0.5526,1.0,True,False
scenario_00816,pipe-5,1,5,0.6,1,3.0,0.7608,1.0,True,False
scenario_00817,pipe-5,1,5,0.6,1,3.0,0.5677,1.0,True,False
scenario_00818,pipe-5,1,5,0.6,1,3.0,0.4841,1.0,True,False
scenario_00819,pipe-5,1,5,0.6,1,3.0,0.5676,1.0,True,False
scenario_00821,pipe-5,1,5,0.6,1,5.0,0.8199,1.0,True,True
scenario_00820,pipe-5,1,5,0.6,1,3.0,0.5459,1.0,True,False
scenario_00822,pipe-5,1,5,0.6,1,5.0,0.7884,1.0,True,True
scenario_00823,pipe-5,1,5,0.6,1,5.0,0.736,1.0,True,True
scenario_00824,pipe-5,1,5,0.6,1,5.0,0.7487,1.0,True,True
scenario_00825,pipe-5,1,5,0.6,1,5.0,0.8628,1.0,True,True
scenario_00826,pipe-5,1,5,0.6,1,5.0,0.6218,1.0,True,True
scenario_00827,pipe-5,1,5,0.6,1,5.0,0.8544,1.0,True,True
scenario_00829,pipe-5,1,5,0.6,1,5.0,0.8418,1.0,True,True
scenario_00828,pipe-5,1,5,0.6,1,5.0,0.7798,1.0,True,True
scenario_00830,pipe-5,1,5,0.6,1,5.0,0.7787,1.0,True,True
scenario_00831,pipe-5,1,5,0.6,1,5.0,0.851,1.0,True,True
scenario_00832,pipe-5,1,5,0.6,1,5.0,0.5581,1.0,True,True
scenario_00833,pipe-5,1,5,0.6,1,5.0,0.8577,1.0,True,True
scenario_00835,pipe-5,1,5,0.6,1,5.0,0.7605,1.0,True,True
scenario_00834,pipe-5,1,5,0.6,1,5.0,0.6575,1.0,True,True
scenario_00836,pipe-5,1,5,0.6,1,5.0,0.5349,1.0,True,True
scenario_00837,pipe-5,1,5,0.6,1,5.0,0.4509,1.0,True,True
scenario_00838,pipe-5,1,5,0.6,1,5.0,0.7312,1.0,True,True
scenario_00839,pipe-5,1,5,0.6,1,5.0,0.7982,1.0,True,True
scenario_00840,pipe-5,1,5,0.6,1,5.0,0.8248,1.0,True,True
scenario_00841,pipe-5,1,5,0.6,1,5.0,0.7818,1.0,True,True
scenario_00842,pipe-5,1,5,0.6,1,5.0,0.8755,1.0,True,True
scenario_00843,pipe-5,1,5,0.6,1,5.0,0.7507,1.0,True,True
scenario_00844,pipe-5,1,5,0.6,1,5.0,0.9085,1.0,True,True
scenario_00845,pipe-5,1,5,0.6,1,5.0,0.7677,1.0,True,True
scenario_00846,pipe-5,1,5,0.6,1,5.0,0.4542,1.0,True,True
scenario_00847,pipe-5,1,5,0.6,1,5.0,0.7799,1.0,True,True
scenario_00848,pipe-5,1,5,0.6,1,5.0,0.8736,1.0,True,True
scenario_00849,pipe-5,1,5,0.8,1,4.0,0.5378,1.0,True,False
scenario_00851,pipe-5,1,5,0.8,1,5.0,0.7654,1.0,True,True
scenario_00850,pipe-5,1,5,0.8,1,5.0,0.7635,1.0,True,True
scenario_00852,pipe-5,1,5,0.8,1,5.0,0.5571,1.0,True,True
scenario_00853,pipe-5,1,5,0.8,1,3.0,0.5875,1.0,True,False
scenario_00854,pipe-5,1,5,0.8,1,3.0,0.5924,1.0,True,False
scenario_00855,pipe-5,1,5,0.8,1,3.0,0.56,1.0,True,False
scenario_00856,pipe-5,1,5,0.8,1,5.0,0.6233,1.0,True,True
scenario_00857,pipe-5,1,5,0.8,1,3.0,0.5529,1.0,True,False
scenario_00858,pipe-5,1,5,0.8,1,3.0,0.7579,1.0,True,False
scenario_00859,pipe-5,1,5,0.8,1,3.0,0.5674,1.0,True,False
scenario_00860,pipe-5,1,5,0.8,1,3.0,0.4844,1.0,True,False
scenario_00861,pipe-5,1,5,0.8,1,3.0,0.5682,1.0,True,False
scenario_00863,pipe-5,1,5,0.8,1,5.0,0.8203,1.0,True,True
scenario_00862,pipe-5,1,5,0.8,1,3.0,0.5466,1.0,True,False
scenario_00864,pipe-5,1,5,0.8,1,5.0,0.7887,1.0,True,True
scenario_00865,pipe-5,1,5,0.8,1,5.0,0.7369,1.0,True,True
scenario_00866,pipe-5,1,5,0.8,1,5.0,0.7474,1.0,True,True
scenario_00867,pipe-5,1,5,0.8,1,5.0,0.8645,1.0,True,True
scenario_00869,pipe-5,1,5,0.8,1,5.0,0.8563,1.0,True,True
scenario_00868,pipe-5,1,5,0.8,1,5.0,0.6171,1.0,True,True
scenario_00870,pipe-5,1,5,0.8,1,5.0,0.7797,1.0,True,True
scenario_00871,pipe-5,1,5,0.8,1,5.0,0.8436,1.0,True,True
scenario_00872,pipe-5,1,5,0.8,1,5.0,0.7781,1.0,True,True
scenario_00873,pipe-5,1,5,0.8,1,5.0,0.8524,1.0,True,True
scenario_00874,pipe-5,1,5,0.8,1,5.0,0.5569,1.0,True,True
scenario_00875,pipe-5,1,5,0.8,1,5.0,0.8598,1.0,True,True
scenario_00876,pipe-5,1,5,0.8,1,5.0,0.6561,1.0,True,True
scenario_00877,pipe-5,1,5,0.8,1,5.0,0.7961,1.0,True,True
scenario_00878,pipe-5,1,5,0.8,1,5.0,0.5387,1.0,True,True
scenario_00879,pipe-5,1,5,0.8,1,5.0,0.4546,1.0,True,True
scenario_00880,pipe-5,1,5,0.8,1,5.0,0.7337,1.0,True,True
scenario_00881,pipe-5,1,5,0.8,1,5.0,0.8017,1.0,True,True
scenario_00882,pipe-5,1,5,0.8,1,5.0,0.8166,1.0,True,True
scenario_00883,pipe-5,1,5,0.8,1,5.0,0.7858,1.0,True,True
scenario_00884,pipe-5,1,5,0.8,1,5.0,0.8754,1.0,True,True
scenario_00885,pipe-5,1,5,0.8,1,5.0,0.7552,1.0,True,True
scenario_00887,pipe-5,1,5,0.8,1,5.0,0.7724,1.0,True,True
scenario_00886,pipe-5,1,5,0.8,1,5.0,0.9071,1.0,True,True
scenario_00888,pipe-5,1,5,0.8,1,5.0,0.457,1.0,True,True
scenario_00889,pipe-5,1,5,0.8,1,5.0,0.7839,1.0,True,True
scenario_00890,pipe-5,1,5,0.8,1,5.0,0.8703,1.0,True,True
